Name,Platform,Year,Genre,Publisher
Braveland,"Linux, macOS, Microsoft Windows",2014,Indie,Tortuga Team
Braveland Pirate,"Linux, macOS, Microsoft Windows",2015,Indie,Tortuga Team
Braveland Wizard,"Linux, macOS, Microsoft Windows",2014,Indie,Tortuga Team
BRAWL,"Linux, macOS, Microsoft Windows",2015,Action,Bloober Team SA
Breach & Clear,"Linux, macOS, Microsoft Windows",2014,Action,Gambitious Digital Entertainment
Breach & Clear: Deadline,"Linux, macOS, Microsoft Windows",2015,Action,Gambitious Digital Entertainment
Break Chance Memento,"Linux, macOS, Microsoft Windows",2016,Adventure,Cyanide Tea
Breezeblox,"Linux, macOS, Microsoft Windows",2015,Indie,Pugsley LLC
Bridge Constructor,"Linux, macOS, Microsoft Windows",2013,Casual,Headup Games
Bridge Constructor Medieval,"Linux, macOS, Microsoft Windows",2014,Casual,Headup Games
Bridge Constructor Playground,"Linux, macOS, Microsoft Windows",2014,Casual,Headup Games
Bridge Constructor Stunts,"Linux, macOS, Microsoft Windows",2016,Simulation,Headup Games
Bridge! 2,"Linux, macOS, Microsoft Windows",2016,Simulation,Aerosoft GmbH
Brigador,"Linux, macOS, Microsoft Windows",2016,Action,Stellar Jockeys
Brilliant Shadows - Part One of the Book of Gray Magic,"Linux, macOS, Microsoft Windows",2015,Adventure,Ithaqua Labs
Broadside,"Linux, macOS, Microsoft Windows",2015,Action,Duct Tape Games
Broforce,"Linux, macOS, Microsoft Windows",2015,Action,Devolver Digital
Broken Age,"Linux, macOS, Microsoft Windows",2014,Adventure,Double Fine Productions
Broken Bots,"Linux, macOS, Microsoft Windows",2016,Action,Bunnycopter
Broken Dreams,"Linux, macOS, Microsoft Windows",2016,Casual,New Reality Games
Broken Sword 1 - Shadow of the Templars: Director's Cut,"Linux, macOS, Microsoft Windows",2010,Adventure,Revolution Software Ltd
Broken Sword 2 - the Smoking Mirror: Remastered,"Linux, macOS, Microsoft Windows",2009,Adventure,Revolution Software Ltd
Broken Sword 5 - the Serpent's Curse,"Linux, macOS, Microsoft Windows",2013,Adventure,Revolution Software Ltd
Brushwood Buddies,"Linux, Microsoft Windows",2016,Casual,Steven Colling
Brütal Legend,"Linux, macOS, Microsoft Windows",2013,Action,Double Fine Productions
Bullshot,"Linux, macOS, Microsoft Windows",2016,Action,Gato Salvaje S.L.
Bunny Bash,"Linux, macOS, Microsoft Windows",2016,Action,DarkArts Studios
Buried: An Interactive Story,"Linux, macOS, Microsoft Windows",2016,Adventure,Bromoco Games
Burokku Girls,"Linux, macOS, Microsoft Windows",2016,Adventure,Silver Cow Studio
Butsbal,"Linux, Microsoft Windows",2015,Action,Xtase Studios
C. Kane,"Linux, macOS, Microsoft Windows",2016,RPG,Super Walrus Games
C14 Dating,"Linux, macOS, Microsoft Windows",2016,Adventure,Winter Wolves
CaesarIA,"Linux, macOS, Microsoft Windows",2015,Indie,rdt.32
CAFE 0 ~The Drowned Mermaid~,"Linux, macOS, Microsoft Windows",2011,Adventure,roseVeRte
Caffeine,"Linux, macOS, Microsoft Windows",2015,Adventure,Incandescent Imaging
Can't Drive This,"Linux, macOS, Microsoft Windows",2016,Action,Pixel Maniacs
Canabalt,"Linux, macOS, Microsoft Windows",2015,Action,Finji
Candice DeBébé's Incredibly Trick Lifestyle,"Linux, Microsoft Windows",2016,Adventure,Havishamone Games
Cannon Brawl,"Linux, macOS, Microsoft Windows",2014,Action,Turtle Sandbox
Capsized,"Linux, macOS, Microsoft Windows",2011,Action,Alientrap
Capsule Force,"Linux, macOS, Microsoft Windows",2015,Action,"Iron Galaxy Studios, LLC"
Captain Forever Remix,"Linux, macOS, Microsoft Windows",2016,Action,Pixelsaurus Games
Caravanserail,"Linux, macOS, Microsoft Windows",2016,Indie,Jerome Bodin
Card City Nights,"Linux, macOS, Microsoft Windows",2014,Adventure,Ludosity
Cardinal Quest 2,"Linux, macOS, Microsoft Windows",2015,Indie,Randomnine Ltd
Cargo Commander,"Linux, macOS, Microsoft Windows",2012,Action,Missing Link Games
Carnivore Land,"Linux, macOS, Microsoft Windows",2015,Action,dwCrew
Carpe Diem,"Linux, macOS, Microsoft Windows",2015,Casual,Moonlit Studios
Carrotting Brain,"Linux, Microsoft Windows",2015,Action,Raving Bots
Castle Chaos,"Linux, macOS, Microsoft Windows",2015,Action,Odd Comet Games
Castle Story,"Linux, macOS, Microsoft Windows",2013,Indie,Sauropod Studio
Catacomb Kids,"Linux, macOS, Microsoft Windows",2015,Action,FourbitFriday
Catacombs of the Undercity,"Linux, macOS, Microsoft Windows",2015,Adventure,Tin Man Games
Catlateral Damage,"Linux, macOS, Microsoft Windows",2015,Action,Chris Chung
Catmouth Island,"Linux, macOS, Microsoft Windows",2014,Adventure,Colonthree Enterprises
Cats are Liquid,"Linux, macOS, Microsoft Windows",2016,Adventure,Last Quarter Studios
Cave Story+,"Linux, macOS, Microsoft Windows",2011,Action,"Nicalis, Inc."
Caveman World: Mountains of Unga Boonga,"Linux, macOS, Microsoft Windows",2013,Adventure,GrabTheGames
Caverns of the Snow Witch,"Linux, macOS, Microsoft Windows",2015,Adventure,Tin Man Games
Caves of Qud,"Linux, macOS, Microsoft Windows",2015,Adventure,Freehold Games
Celestial Command,"Linux, macOS, Microsoft Windows",2014,Action,Romenics
Celestian Tales: Old North,"Linux, macOS, Microsoft Windows",2015,Indie,Digital Tribe
Cellar,"Linux, Microsoft Windows",2016,Action,Vertical Skull Games
Centauri Sector,"Linux, macOS, Microsoft Windows",2015,Action,LW Games
Ceres,"Linux, macOS, Microsoft Windows",2015,Action,Iceberg Interactive
Chainsaw Warrior,"Linux, macOS, Microsoft Windows",2013,Adventure,Auroch Digital
Chainsaw Warrior: Lords of the Night,"Linux, macOS, Microsoft Windows",2015,Action,Auroch Digital
Challenge of the Five Realms,"Linux, macOS, Microsoft Windows",1992,Adventure,Retroism
Champion of the Gods,"Linux, macOS, Microsoft Windows",2015,Indie,Choice of Games
Champions of Breakfast,"Linux, macOS, Microsoft Windows",2016,Action,Pirate Software
Champions of Regnum,"Linux, macOS, Microsoft Windows",2013,Indie,NGD Studios
Chaos on Deponia,"Linux, macOS, Microsoft Windows",2012,Adventure,Daedalic Entertainment
Chaos Reborn,"Linux, macOS, Microsoft Windows",2015,Indie,Snapshot Games Inc.
Chasing Dead,"Linux, macOS, Microsoft Windows",2016,Action,2020 Venture
Cheaters Blackjack 21,"Linux, Microsoft Windows",2016,Casual,BlackOpzFX Labs
Cheats 4 Hire,"Linux, macOS, Microsoft Windows",2015,Strategy,Travian Games GmbH
Chesster,"Linux, macOS, Microsoft Windows",2016,Indie,Surprise Attack
Chicken Invaders 2,"Linux, macOS, Microsoft Windows",2016,Action,InterAction studios
Chicken Invaders 3,"Linux, macOS, Microsoft Windows",2015,Action,InterAction studios
Chicken Invaders 4,"Linux, macOS, Microsoft Windows",2014,Action,InterAction studios
Chicken Invaders 5,"Linux, macOS, Microsoft Windows",2015,Action,InterAction studios
Children of Liberty,"Linux, macOS, Microsoft Windows",2014,Action,Lantana Games
Chill the Piro,"Linux, macOS, Microsoft Windows",2016,Action,Sergey Marchenko
Chime Sharp,"Linux, macOS, Microsoft Windows",2016,Casual,Chilled Mouse
Chivalry: Medieval Warfare,"Linux, macOS, Microsoft Windows",2012,Action,Torn Banner Studios
CHKN,"Linux, macOS, Microsoft Windows",2016,Adventure,Katapult
Choice of Alexandria,"Linux, macOS, Microsoft Windows",2016,Adventure,Choice of Games
Choice of Kung Fu,"Linux, macOS, Microsoft Windows",2012,Indie,Choice of Games
Choice of Robots,"Linux, macOS, Microsoft Windows",2014,Indie,Choice of Games
Choice of the Deathless,"Linux, macOS, Microsoft Windows",2013,Indie,Choice of Games
Choice of the Petal Throne,"Linux, macOS, Microsoft Windows",2015,Indie,Choice of Games
Choice of the Pirate,"Linux, macOS, Microsoft Windows",2016,Adventure,Choice of Games
Chroma Squad,"Linux, macOS, Microsoft Windows",2015,Indie,Behold Studios
ChromaGun,"Linux, macOS, Microsoft Windows",2016,Action,Pixel Maniacs
Chronoclysm,"Linux, Microsoft Windows",2015,Action,Zed-ex
Chuck's Challenge 3D,"Linux, macOS, Microsoft Windows",2014,Indie,Nkidu Games Inc.
Circa Infinity,"Linux, macOS, Microsoft Windows",2015,Action,Kenny Sun
Circuit Breakers,"Linux, macOS, Microsoft Windows",2015,Action,Triverske
Circuits,"Linux, macOS, Microsoft Windows",2014,Casual,Digital Tentacle
Cities in Motion,"Linux, macOS, Microsoft Windows",2011,Simulation,Paradox Interactive
Cities in Motion 2,"Linux, macOS, Microsoft Windows",2013,Simulation,Paradox Interactive
Cities: Skylines,"Linux, macOS, Microsoft Windows, Xbox One",2015,City-building,Paradox Interactive
City Quest,"Linux, macOS, Microsoft Windows",2015,Adventure,Stone Monkey Studios
City Z,"Linux, macOS, Microsoft Windows",2016,Action,Little Cloud Games
Civilization V,"Linux, macOS, Microsoft Windows",2010,Turn-based strategy,"2K Games, Aspyr"
Civilization V: Brave New World,"Linux, macOS, Microsoft Windows",2013,Turn-based strategy,"2K Games, Aspyr"
Civilization V: Gods & Kings,"Linux, macOS, Microsoft Windows",2012,Turn-based strategy,"2K Games, Aspyr"
Clock Simulator,"Linux, macOS, Microsoft Windows",2016,Indie,Kool2Play
Clockwork Tales: Of Glass and Ink,"Linux, macOS, Microsoft Windows",2013,Adventure,Artifex Mundi
Cloney,"Linux, macOS, Microsoft Windows",2014,Casual,dotBunny
Closure,"Linux, macOS, Microsoft Windows",2012,Indie,Eyebrow Interactive
Clown House (Palyaço Evi),"Linux, macOS, Microsoft Windows",2015,Action,Aslan Game Studio
Club Life,"Linux, macOS, Microsoft Windows",2016,Adventure,Dharker Studio
Cluck Yegger in Escape From The Planet of the Poultroid,"Linux, macOS, Microsoft Windows",2015,Action,Guys From Andromeda LLC
ClusterPuck 99,"Linux, macOS, Microsoft Windows",2015,Indie,PHL Collective
CO-OP : Decrypted,"Linux, macOS, Microsoft Windows",2015,Adventure,Pixelz Games
Coated,"Linux, macOS, Microsoft Windows",2015,Indie,Owlnight
Codename CURE,"Linux, macOS, Microsoft Windows",2015,Action,Hoobalugalar_X
Coffee Pot Terrarium,"Linux, macOS, Microsoft Windows",2016,Indie,Brothers Flint
Coffin Dodgers,"Linux, macOS, Microsoft Windows",2015,Action,Milky Tea Studios
Cogs,"Linux, macOS, Microsoft Windows",2009,Indie,N/A
Collider,"Linux, macOS, Microsoft Windows",2016,Action,Binary Cocoa
Color By,"Linux, macOS, Microsoft Windows",2016,Indie,Polykroma Games
Color Symphony 2,"Linux, macOS, Microsoft Windows",2015,Action,REMIMORY
Color Syndrome,"Linux, macOS, Microsoft Windows",2016,Casual,Thrill Pill Games
Colortone,"Linux, macOS, Microsoft Windows",2015,Adventure,Kirill Belman
Command HQ,"Linux, macOS, Microsoft Windows",1990,Strategy,Retroism
Commander Cool 2,"Linux, macOS, Microsoft Windows",2015,Action,Orlyapps
Community College Hero: Trial by Fire,"Linux, macOS, Microsoft Windows",2015,Indie,Hosted Games
Company of Heroes 2,"Linux, macOS, Microsoft Windows",2013,Strategy,Sega
Conan the mighty pig,"Linux, macOS, Microsoft Windows",2016,Action,Mihai Morosanu
Concrete and Steel,"Linux, macOS, Microsoft Windows",2016,Indie,Matterhorn Software LTD
Conflicks - Revolutionary Space Battles,"Linux, macOS, Microsoft Windows",2015,Action,Artifice Studio
Conquest of Elysium 3,"Linux, macOS, Microsoft Windows",2012,Indie,Illwinter Game Design
Conquest of Elysium 4,"Linux, macOS, Microsoft Windows",2015,Indie,Illwinter Game Design
Counter-Strike,"Linux, macOS, Microsoft Windows",1999,FPS,Valve Corporation
Counter-Strike: Condition Zero,"Linux, macOS, Microsoft Windows",2004,FPS,Valve Corporation
Counter-Strike: Source,"Linux, macOS, Microsoft Windows",2004,FPS,Valve Corporation
Counter-Strike: Global Offensive,"Linux, macOS, Microsoft Windows",2012,FPS,Valve Corporation
Crusader Kings II,"Linux, macOS, Microsoft Windows",2012,Grand Strategy,Paradox Interactive
Dead Island,"Linux, macOS, Microsoft Windows, Xbox 360, PlayStation 3",2011,Action role-playing,Deep Silver
DEFCON,"Linux, macOS, Microsoft Windows",2006,Strategy,Introversion Software
Democracy 3,"Linux, macOS, Microsoft Windows",2013,Strategy,Positech Games
Don't Starve,"Linux, macOS, Microsoft Windows",2013,Action-adventure,Klei Entertainment
Doom,"Linux, Others",1993,FPS,Valve (Steam)
Deus Ex: Mankind Divided,"Linux, Microsoft Windows, Xbox One, PlayStation 4",2016,Action role-playing,Feral Interactive
Doom 3 BFG Edition,"Linux, macOS, Microsoft Windows, PlayStation 3, Xbox 360, Android",2012,FPS,Bethesda Softworks
Dota 2,"Linux, macOS, Microsoft Windows",2013,ARTS,Valve Corporation
Duke Nukem 3D,"Linux, macOS, Microsoft Windows",nux),FPS,"GT Interactive Software, Devolver Digital"
Dustforce,"Linux, macOS, Microsoft Windows, PlayStation 3, PlayStation Vita, Xbox 360",nux),Platform,Digerati Distribution
Dwarf Fortress,"Linux, macOS, Microsoft Windows",2006,City-building game,Bay 12 Games
Dying Light,"Linux, Microsoft Windows, PlayStation 4, Xbox One",2015,Survival Horror,Warner Bros. Interactive Entertainment
Eulora,"Linux, macOS, Microsoft Windows",2016,VE,S.MG
Empire: Total War,"Linux, macOS, Microsoft Windows",2009,RTS,"Sega, Feral Interactive"
Enemy Territory: Quake Wars,"Linux, macOS, Microsoft Windows, PS3, Xbox 360",2007,First Person Shooter,Activision
Euro Truck Simulator 2,"Linux, BSD, Microsoft Windows",2013,Simulation,SCS Software
Europa Universalis IV,"Linux, macOS, Microsoft Windows",2013,Grand Strategy,Paradox Interactive
Expeditions: Conquistador,"Linux, macOS, Microsoft Windows",2013,Tactical role-playing game,BitComposer
Extreme Tux Racer,"Linux, BSD, Microsoft Windows",2000,Racing,ETR Team
F1 2015,"Linux, PlayStation 4, Microsoft Windows",2015,Racing,Feral Interactive
Factorio,"Linux, macOS, Microsoft Windows",ble),Action,Wube Software
Fall of Gyes,"Linux, macOS, Microsoft Windows",2016,Visual novel,Black Cloud Studios
Firewatch,"Linux, macOS, Microsoft Windows, Playstation 4, Xbox One",2016,Adventure,Panic
Fistful of Frags,"Linux, macOS, Microsoft Windows",2014,FPS,Fistful of Frags Team
FTL: Faster Than Light,"Linux, macOS, Microsoft Windows",2012,Real-time strategy,Subset Games
Garry's Mod,"Linux, macOS, Microsoft Windows",2004,Sandbox,Valve Corporation
Ghost Blade HD,"Linux, macOS, Microsoft Windows",2017,Action,HUCAST
Ghost Control Inc.,"Linux, Microsoft Windows",2013,Turn-based strategy,Bumblebee
"""Glow Ball"" - The billiard puzzle game","Linux, Microsoft Windows",2014,Sports,WTFOMGames
Goat Simulator,"Linux, macOS, Microsoft Windows",2014,Action,Coffee Stain Studios
GRID Autosport,"Linux, macOS, Microsoft Windows, PlayStation 3, Xbox 360",015),Racing,Codemasters
Grim Fandango Remastered,"Linux, macOS, Microsoft Windows, PlayStation 4, PlayStation Vita",2015,Adventure,Double Fine Productions
Half-Life,"Linux, macOS, Microsoft Windows",1998,FPS,Sierra Entertainment
Half-Life 2,"Linux, macOS, Microsoft Windows",2004,FPS,Valve Corporation
Hatoful Boyfriend,"Linux, macOS, Microsoft Windows, PlayStation 4, PlayStation Vita",2014,Visual novel,Devolver Digital
Heroes of Newerth,"Linux, macOS, Microsoft Windows",2010,Multiplayer online battle arena,S2 Games
Hollow Knight,"Linux, macOS, Microsoft Windows",2017,Action-adventure,Team Cherry
Hotline Miami,"Linux, macOS, Microsoft Windows, PlayStation 3, PlayStation 4, PlayStation Vita, Android",2012,Top-down,Devolver Digital
Hotline Miami 2: Wrong Number,"Linux, macOS, Microsoft Windows, PlayStation 3, PlayStation 4, PlayStation Vita",2015,Top-down,Devolver Digital
Human Resource Machine,"Linux, macOS, Microsoft Windows",2016,Puzzle,Tomorrow Corporation
HuniePop,"Linux, macOS, Microsoft Windows",2015,Dating sim,HuniePot
Intrusion 2,"Linux, Microsoft Windows",2012,Platformer,Aleksey Abramenko
Joe Danger 2: The Movie,"Linux, macOS, Microsoft Windows",2013,Action,Hello Games
Kerbal Space Program,"Linux, macOS, Microsoft Windows",2015,Space flight simulator,Squad
Katawa Shoujo,"Linux, macOS, Microsoft Windows, Android",2012,Visual novel,Four Leaf Studios
Kona,"Linux, macOS, Microsoft Windows",2016,Action-adventure,Parabole
Lego City Undercover,"Nintendo Switch, PlayStation 4, Xbox One, Linux, macOS, Microsoft Windows","17

",Action-adventure,Warner Bros. Interactive Entertainment
Left 4 Dead 2,"Linux, macOS, Microsoft Windows",2009,FPS,"[Valve Corporation (Steam), Electronic Arts (retail)"
Legend of Grimrock,"Linux, macOS, Microsoft Windows",2012,Action role-playing,Almost Human Ltd.
Life Is Strange,"Linux, macOS, Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2016,Graphic adventure,Feral Interactive
Lovers in a Dangerous Spacetime,"Linux, macOS, Microsoft Windows, PlayStation 4, Xbox One",2015,Action,Asteroid Base
Mad Max,"Linux, macOS, Microsoft Windows, PlayStation 4, Xbox One",2016,Action-adventure,Feral Interactive
Magicite,"Linux, macOS, Microsoft Windows",2014,Action,SmashGames
Magic Circle,"Linux, macOS, Microsoft Windows",2015,Sandbox game,Question
Maldita Castilla,"Linux, Microsoft Windows, Ouya",2012,Platformer,Locomalito
Metro: 2033 Redux,"Linux, macOS, Microsoft Windows, PlayStation 4, Xbox 360, Xbox One",2010,FPS,Deep Silver
Metro: Last Light Redux,"Linux, macOS, Microsoft Windows, PlayStation 3, PlayStation 4, Xbox 360, Xbox One",2013,FPS,Deep Silver
Mighty No. 9,"Microsoft Windows, macOS, Linux, PlayStation 3, PlayStation 4, Xbox 360, Xbox One, Wii U, PlayStation Vita, Nintendo 3DS",2016,Action,Comcept
Minecraft,"Linux, macOS, Microsoft Windows, iOS, Android, Windows Phone, PlayStation Vita, PlayStation 3, PlayStation 4, Xbox 360, Xbox One, Amazon Fire TV, Raspberry Pi",2011,Sandbox,Mojang
Middle-earth: Shadow of Mordor,"Linux, macOS, Microsoft Windows",2014,Action-adventure,"Feral Interactive, Warner Bros. Interactive Entertainment"
Mount and Blade: Warband,"Linux, macOS, Microsoft Windows, Android, PlayStation 4, Xbox One",2010,Action-RPG,TaleWorlds Entertainment
Mountain,"Linux, macOS, Microsoft Windows",2014,Casual,Double Fine Productions
Natural Selection 2,"Linux, Microsoft Windows",2012,FPS,Steam (digital)
Nuclear Dawn,"Linux, Microsoft Windows, macOS",2011,FPS,Iceberg Interactive
Oil Rush,"Linux, macOS, Microsoft Windows",2012,Strategy,Iceberg Interactive
OlliOlli,"Linux, macOS, Microsoft Windows",2014,Sports,Roll7
OlliOlli2: Welcome to Olliwood,"Linux, macOS, Microsoft Windows",2015,Sports,"Roll7, Devolver Digital"
Outlast,"Linux, macOS, Microsoft Windows, PlayStation 4, Xbox One",2013,Survival horror,Red Barrels
OpenTTD,"Linux, macOS, Microsoft Windows",2014,Business simulation game,OpenTTD Team
Octodad: Dadliest Catch,"Linux, macOS, Microsoft Windows",2014,Action,Young Horses
Painkiller: Hell & Damnation,"Linux, macOS, Microsoft Windows, PlayStation 3, Xbox 360",2012,First-person shooter,Nordic Games
Parkitect,"Linux, macOS, Microsoft Windows",ess),Construction and management simulation,Texel Raptor
Pillars of Eternity,"Linux, macOS, Microsoft Windows",2015,Role-playing,Paradox Interactive
Planetary Annihilation,"Linux, macOS, Microsoft Windows",2014,Real-time strategy,Uber Entertainment
Portal,"Linux, macOS, Microsoft Windows",2007,Puzzle,Valve Corporation
Portal 2,"Linux, macOS, Microsoft Windows",2011,Puzzle,Valve Corporation
